Site    ;NomeCliente                                       ;Finalidade                                        ;Contrato;CicloFaturam;Num_Fatura            ;Num_Nota_Fiscal;CodDDD;NumTelefone;Designacao                    ;Valor_a_pagar;sNomeLocalPT1                 ;Tip_Logradouro_1;Nome_Logradouro_1             ;Num_Imovel_1;Nome_Bairro_1       ;Cep_1   ;SiglaUF_1 ;sNomeLocalPT2                 ;Tip_Logradouro_2;Nome_Logradouro_2             ;Num_Imovel_2;Nome_Bairro_2       ;Cep_2   ;SiglaUF_2 ;Prod_Telefone;Velocidade_Circuito;Num_Pagina;Num_Linha;Data_Servico;Cod_Servico / Descricao_Servico                                                 ;Degrau;Num_Tel_Origem;Cod_Selecao;DDD_Tel_Destino;Telefone_Destino;Hr_Qtd_Chamada;Duracao;S;Valor_Servico;Aliquota_Icms;CONTA   ;NUM_DETALHE;Cod_L_Origem_Chamada    ;Cod_L_Destino_Chamada    ;Vencimento;CONTESTAR     ;VALOR_CONTESTA;Localidade          ;Telefone Origem ;Sigla Órgão Análise ;
CC417080;ESTADO DE SERGIPE - ADMINISTRACAO DIRETA          ;CUSTOMIZACAO DOS MEIOS DE ACESSO                  ;4504406 ;            ;1500025428467         ;00000281940B   ;079   ;33441217   ;NEOPOLIS             3344-1217;0000000076,53;NEOPOLIS                      ;PCA             ;PE ARTHUR PASSOS              ;00129       ;9999CENTRO          ;        ;SE        ;                              ;                ;                              ;000000000000;                    ;        ;          ;LINHA INDIVID;                   ;0000001   ;000000010;23/10/2023  ;05967/CONSUMO MINUTOS                                                           ;      ;              ;           ;               ;                ;              ;       ;+;0000000000000;0000000000000;20231001;00000000010;02921                   ;00000                    ;01/12/2023;              ;              ;                    ;                ;          ;
CC417080;ESTADO DE SERGIPE - ADMINISTRACAO DIRETA          ;CUSTOMIZACAO DOS MEIOS DE ACESSO                  ;4504406 ;            ;1500025428467         ;00000281940B   ;079   ;33441426   ;NEOPOLIS             3344-1426;0000000061,62;NEOPOLIS                      ;AV              ;SOLON GUEDES BARRETO          ;00358       ;9999CENTRO          ;        ;SE        ;                              ;                ;                              ;000000000000;                    ;        ;          ;LINHA INDIVID;                   ;0000001   ;000000011;23/10/2023  ;00033/ASS. USO NAO RESIDENCIAL       DE 01/09/23 A 30/09/23 3344-1426           ;      ;00000033441426;           ;               ;                ;              ;       ;+;0000000061,62;0000000000000;20231001;00000000011;02921                   ;00000                    ;01/12/2023;              ;              ;                    ;                ;          ;
CC417080;ESTADO DE SERGIPE - ADMINISTRACAO DIRETA          ;CUSTOMIZACAO DOS MEIOS DE ACESSO                  ;4504406 ;            ;1500025428467         ;00000281940B   ;079   ;33441426   ;NEOPOLIS             3344-1426;0000000061,62;NEOPOLIS                      ;AV              ;SOLON GUEDES BARRETO          ;00358       ;9999CENTRO          ;        ;SE        ;                              ;                ;                              ;000000000000;                    ;        ;          ;LINHA INDIVID;                   ;0000001   ;000000012;23/10/2023  ;05967/CONSUMO MINUTOS                                                           ;      ;              ;           ;               ;                ;              ;       ;+;0000000000000;0000000000000;20231001;00000000012;02921                   ;00000                    ;01/12/2023;              ;              ;                    ;                ;          ;
CC417080;ESTADO DE SERGIPE - ADMINISTRACAO DIRETA          ;CUSTOMIZACAO DOS MEIOS DE ACESSO                  ;4504406 ;            ;1500025428467         ;00000281940B   ;079   ;33442003   ;NEOPOLIS             3344-2003;0000000061,62;NEOPOLIS                      ;PCA             ;PE ARTHUR PASSOS              ;00129       ;9999CENTRO          ;        ;SE        ;                              ;                ;                              ;000000000000;                    ;        ;          ;LINHA INDIVID;                   ;0000001   ;000000013;23/10/2023  ;00033/ASS. USO NAO RESIDENCIAL       DE 01/09/23 A 30/09/23 3344-2003           ;      ;00000033442003;           ;               ;                ;              ;       ;+;0000000061,62;0000000000000;20231001;00000000013;02921                   ;00000                    ;01/12/2023;              ;              ;                    ;                ;          ;
CC417080;ESTADO DE SERGIPE - ADMINISTRACAO DIRETA          ;CUSTOMIZACAO DOS MEIOS DE ACESSO                  ;4504406 ;            ;1500025428467         ;00000281940B   ;079   ;33442003   ;NEOPOLIS             3344-2003;0000000061,62;NEOPOLIS                      ;PCA             ;PE ARTHUR PASSOS              ;00129       ;9999CENTRO          ;        ;SE        ;                              ;                ;                              ;000000000000;                    ;        ;          ;LINHA INDIVID;                   ;0000001   ;000000014;23/10/2023  ;05967/CONSUMO MINUTOS                                                           ;      ;              ;           ;               ;                ;              ;       ;+;0000000000000;0000000000000;20231001;00000000014;02921                   ;00000                    ;01/12/2023;              ;              ;                    ;                ;          ;
CC417080;ESTADO DE SERGIPE - ADMINISTRACAO DIRETA          ;CUSTOMIZACAO DOS MEIOS DE ACESSO                  ;4504406 ;            ;1500025428467         ;00000281940B   ;079   ;36111001   ;SIMAO DIAS           3611-1001;0000000061,62;SIMAO DIAS                    ;ROD             ;PEDRO VALADARES               ;00000       ;0000CENTRO          ;        ;SE        ;                              ;                ;                              ;000000000000;                    ;        ;          ;LINHA INDIVID;                   ;0000001   ;000000015;23/10/2023  ;00033/ASS. USO NAO RESIDENCIAL       DE 01/09/23 A 30/09/23 3611-1001           ;      ;00000036111001;           ;               ;                ;              ;       ;+;0000000061,62;0000000000000;20231001;00000000015;02922                   ;00000                    ;01/12/2023;              ;              ;                    ;                ;          ;
CC417080;ESTADO DE SERGIPE - ADMINISTRACAO DIRETA          ;CUSTOMIZACAO DOS MEIOS DE ACESSO                  ;4504406 ;            ;1500025428467         ;00000281940B   ;079   ;36111001   ;SIMAO DIAS           3611-1001;0000000061,62;SIMAO DIAS                    ;ROD             ;PEDRO VALADARES               ;00000       ;0000CENTRO          ;        ;SE        ;                              ;                ;                              ;000000000000;                    ;        ;          ;LINHA INDIVID;                   ;0000001   ;000000016;23/10/2023  ;05967/CONSUMO MINUTOS                                                           ;      ;              ;           ;               ;                ;              ;       ;+;0000000000000;0000000000000;20231001;00000000016;02922                   ;00000                    ;01/12/2023;              ;              ;                    ;                ;          ;
CC417080;ESTADO DE SERGIPE - ADMINISTRACAO DIRETA          ;CUSTOMIZACAO DOS MEIOS DE ACESSO                  ;4504406 ;            ;1500025428467         ;00000281940B   ;079   ;36111093   ;SIMAO DIAS           3611-1093;0000000061,62;SIMAO DIAS                    ;PCA             ;BR SANTA ROSA                 ;00037       ;9999CENTRO          ;        ;SE        ;                              ;                ;                              ;000000000000;                    ;        ;          ;LINHA INDIVID;                   ;0000001   ;000000017;23/10/2023  ;00033/ASS. USO NAO RESIDENCIAL       DE 01/09/23 A 30/09/23 3611-1093           ;      ;00000036111093;           ;               ;                ;              ;       ;+;0000000061,62;0000000000000;20231001;00000000017;02922                   ;00000                    ;01/12/2023;              ;              ;                    ;                ;          ;
CC417080;ESTADO DE SERGIPE - ADMINISTRACAO DIRETA          ;CUSTOMIZACAO DOS MEIOS DE ACESSO                  ;4504406 ;            ;1500025428467         ;00000281940B   ;079   ;36111093   ;SIMAO DIAS           3611-1093;0000000061,62;SIMAO DIAS                    ;PCA             ;BR SANTA ROSA                 ;00037       ;9999CENTRO          ;        ;SE        ;                              ;                ;                              ;000000000000;                    ;        ;          ;LINHA INDIVID;                   ;0000001   ;000000018;23/10/2023  ;05967/CONSUMO MINUTOS                                                           ;      ;              ;           ;               ;                ;              ;       ;+;0000000000000;0000000000000;20231001;00000000018;02922                   ;00000                    ;01/12/2023;              ;              ;                    ;                ;          ;
CC417080;ESTADO DE SERGIPE - ADMINISTRACAO DIRETA          ;CUSTOMIZACAO DOS MEIOS DE ACESSO                  ;4504406 ;            ;1500025428467         ;00000281940B   ;079   ;36111197   ;SIMAO DIAS           3611-1197;0000000061,62;SIMAO DIAS                    ;PCA             ;ABEL JACO DOS SANTOS          ;00892       ;9999CENTRO          ;        ;SE        ;                              ;                ;                              ;000000000000;                    ;        ;          ;LINHA INDIVID;                   ;0000001   ;000000019;23/10/2023  ;00033/ASS. USO NAO RESIDENCIAL       DE 01/09/23 A 30/09/23 3611-1197           ;      ;00000036111197;           ;               ;                ;              ;       ;+;0000000061,62;0000000000000;20231001;00000000019;02922                   ;00000                    ;01/12/2023;              ;              ;                    ;                ;          ;
CC417080;ESTADO DE SERGIPE - ADMINISTRACAO DIRETA          ;CUSTOMIZACAO DOS MEIOS DE ACESSO                  ;4504406 ;            ;1500025428467         ;00000281940B   ;079   ;36111197   ;SIMAO DIAS           3611-1197;0000000061,62;SIMAO DIAS                    ;PCA             ;ABEL JACO DOS SANTOS          ;00892       ;9999CENTRO          ;        ;SE        ;                              ;                ;                              ;000000000000;                    ;        ;          ;LINHA INDIVID;                   ;0000001   ;000000020;23/10/2023  ;05967/CONSUMO MINUTOS                                                           ;      ;              ;           ;               ;                ;              ;       ;+;0000000000000;0000000000000;20231001;00000000020;02922                   ;00000                    ;01/12/2023;              ;              ;                    ;                ;          ;
CC417080;ESTADO DE SERGIPE - ADMINISTRACAO DIRETA          ;CUSTOMIZACAO DOS MEIOS DE ACESSO                  ;4504406 ;            ;1500025428467         ;00000281940B   ;079   ;36111482   ;SIMAO DIAS           3611-1482;0000000061,62;SIMAO DIAS                    ;PCA             ;LUCILA MACEDO DEDA            ;00559       ;9999CENTRO          ;        ;SE        ;                              ;                ;                              ;000000000000;                    ;        ;          ;LINHA INDIVID;                   ;0000001   ;000000021;23/10/2023  ;00033/ASS. USO NAO RESIDENCIAL       DE 01/09/23 A 30/09/23 3611-1482           ;      ;00000036111482;           ;               ;                ;              ;       ;+;0000000061,62;0000000000000;20231001;00000000021;02922                   ;00000                    ;01/12/2023;              ;              ;                    ;                ;          ;
CC417080;ESTADO DE SERGIPE - ADMINISTRACAO DIRETA          ;CUSTOMIZACAO DOS MEIOS DE ACESSO                  ;4504406 ;            ;1500025428467         ;00000281940B   ;079   ;36111482   ;SIMAO DIAS           3611-1482;0000000061,62;SIMAO DIAS                    ;PCA             ;LUCILA MACEDO DEDA            ;00559       ;9999CENTRO          ;        ;SE        ;                              ;                ;                              ;000000000000;                    ;        ;          ;LINHA INDIVID;                   ;0000001   ;000000022;23/10/2023  ;05967/CONSUMO MINUTOS                                                           ;      ;              ;           ;               ;                ;              ;       ;+;0000000000000;0000000000000;20231001;00000000022;02922                   ;00000                    ;01/12/2023;              ;              ;                    ;                ;          ;
CC417080;ESTADO DE SERGIPE - ADMINISTRACAO DIRETA          ;CUSTOMIZACAO DOS MEIOS DE ACESSO                  ;4504406 ;            ;1500025428467         ;00000281940B   ;079   ;36111700   ;SIMAO DIAS           3611-1700;0000000061,62;SIMAO DIAS                    ;ROD             ;PEDRO VALADARES               ;00000       ;0000CENTRO          ;        ;SE        ;                              ;                ;                              ;000000000000;                    ;        ;          ;LINHA INDIVID;                   ;0000001   ;000000023;23/10/2023  ;00033/ASS. USO NAO RESIDENCIAL       DE 01/09/23 A 30/09/23 3611-1700           ;      ;00000036111700;           ;               ;                ;              ;       ;+;0000000061,62;0000000000000;20231001;00000000023;02922                   ;00000                    ;01/12/2023;              ;              ;                    ;                ;          ;
CC417080;ESTADO DE SERGIPE - ADMINISTRACAO DIRETA          ;CUSTOMIZACAO DOS MEIOS DE ACESSO                  ;4504406 ;            ;1500025428467         ;00000281940B   ;079   ;36111700   ;SIMAO DIAS           3611-1700;0000000061,62;SIMAO DIAS                    ;ROD             ;PEDRO VALADARES               ;00000       ;0000CENTRO          ;        ;SE        ;                              ;                ;                              ;000000000000;                    ;        ;          ;LINHA INDIVID;                   ;0000001   ;000000024;23/10/2023  ;05967/CONSUMO MINUTOS                                                           ;      ;              ;           ;               ;                ;              ;       ;+;0000000000000;0000000000000;20231001;00000000024;02922                   ;00000                    ;01/12/2023;              ;              ;                    ;                ;          ;
CC417080;ESTADO DE SERGIPE - ADMINISTRACAO DIRETA          ;CUSTOMIZACAO DOS MEIOS DE ACESSO                  ;4504406 ;            ;1500025428467         ;00000281940B   ;079   ;36112556   ;SIMAO DIAS           3611-2556;0000000061,62;SIMAO DIAS                    ;RUA             ;F CJ AUGUSTO FRANCO           ;00241       ;9999CJ AUGUSTO FRANC;        ;SE        ;                              ;                ;                              ;000000000000;                    ;        ;          ;LINHA INDIVID;                   ;0000001   ;000000025;23/10/2023  ;00033/ASS. USO NAO RESIDENCIAL       DE 01/09/23 A 30/09/23 3611-2556           ;      ;00000036112556;           ;               ;                ;              ;       ;+;0000000061,62;0000000000000;20231001;00000000025;02922                   ;00000                    ;01/12/2023;              ;              ;                    ;                ;          ;
CC417080;ESTADO DE SERGIPE - ADMINISTRACAO DIRETA          ;CUSTOMIZACAO DOS MEIOS DE ACESSO                  ;4504406 ;            ;1500025428467         ;00000281940B   ;079   ;36112556   ;SIMAO DIAS           3611-2556;0000000061,62;SIMAO DIAS                    ;RUA             ;F CJ AUGUSTO FRANCO           ;00241       ;9999CJ AUGUSTO FRANC;        ;SE        ;                              ;                ;                              ;000000000000;                    ;        ;          ;LINHA INDIVID;                   ;0000001   ;000000026;23/10/2023  ;05967/CONSUMO MINUTOS                                                           ;      ;              ;           ;               ;                ;              ;       ;+;0000000000000;0000000000000;20231001;00000000026;02922                   ;00000                    ;01/12/2023;              ;              ;                    ;                ;          ;
CC417080;ESTADO DE SERGIPE - ADMINISTRACAO DIRETA          ;CUSTOMIZACAO DOS MEIOS DE ACESSO                  ;4504406 ;            ;1500025428467         ;00000281940B   ;079   ;36112570   ;SIMAO DIAS           3611-2570;0000000061,62;SIMAO DIAS                    ;RUA             ;ANA ANDRADE                   ;00222       ;9999CENTRO          ;        ;SE        ;                              ;                ;                              ;000000000000;                    ;        ;          ;LINHA INDIVID;                   ;0000001   ;000000027;23/10/2023  ;00033/ASS. USO NAO RESIDENCIAL       DE 01/09/23 A 30/09/23 3611-2570           ;      ;00000036112570;           ;               ;                ;              ;       ;+;0000000061,62;0000000000000;20231001;00000000027;02922                   ;00000                    ;01/12/2023;              ;              ;                    ;                ;          ;
CC417080;ESTADO DE SERGIPE - ADMINISTRACAO DIRETA          ;CUSTOMIZACAO DOS MEIOS DE ACESSO                  ;4504406 ;            ;1500025428467         ;00000281940B   ;079   ;36112570   ;SIMAO DIAS           3611-2570;0000000061,62;SIMAO DIAS                    ;RUA             ;ANA ANDRADE                   ;00222       ;9999CENTRO          ;        ;SE        ;                              ;                ;                              ;000000000000;                    ;        ;          ;LINHA INDIVID;                   ;0000001   ;000000028;23/10/2023  ;05967/CONSUMO MINUTOS                                                           ;      ;              ;           ;               ;                ;              ;       ;+;0000000000000;0000000000000;20231001;00000000028;02922                   ;00000                    ;01/12/2023;              ;              ;                    ;                ;          ;
CC417080;ESTADO DE SERGIPE - ADMINISTRACAO DIRETA          ;CUSTOMIZACAO DOS MEIOS DE ACESSO                  ;4504406 ;            ;1500025428467         ;00000281940B   ;079   ;36112851   ;SIMAO DIAS           3611-2851;0000000061,62;SIMAO DIAS                    ;RUA             ;JOSEVALDO RIBEIRO OLIVEIRA    ;00000       ;9999CJ CACULA VALADA;        ;SE        ;                              ;                ;                              ;000000000000;                    ;        ;          ;LINHA INDIVID;                   ;0000001   ;000000029;23/10/2023  ;00033/ASS. USO NAO RESIDENCIAL       DE 01/09/23 A 30/09/23 3611-2851           ;      ;00000036112851;           ;               ;                ;              ;       ;+;0000000061,62;0000000000000;20231001;00000000029;02922                   ;00000                    ;01/12/2023;              ;              ;                    ;                ;          ;
CC417080;ESTADO DE SERGIPE - ADMINISTRACAO DIRETA          ;CUSTOMIZACAO DOS MEIOS DE ACESSO                  ;4504406 ;            ;1500025428467         ;00000281940B   ;079   ;36112851   ;SIMAO DIAS           3611-2851;0000000061,62;SIMAO DIAS                    ;RUA             ;JOSEVALDO RIBEIRO OLIVEIRA    ;00000       ;9999CJ CACULA VALADA;        ;SE        ;                              ;                ;                              ;000000000000;                    ;        ;          ;LINHA INDIVID;                   ;0000001   ;000000030;23/10/2023  ;05967/CONSUMO MINUTOS                                                           ;      ;              ;           ;               ;                ;              ;       ;+;0000000000000;0000000000000;20231001;00000000030;02922                   ;00000                    ;01/12/2023;              ;              ;                    ;                ;          ;
CC417080;ESTADO DE SERGIPE - ADMINISTRACAO DIRETA          ;CUSTOMIZACAO DOS MEIOS DE ACESSO                  ;4504406 ;            ;1500025428467         ;00000281940B   ;079   ;35411390   ;TOBIAS BARRETO       3541-1390;0000000061,62;TOBIAS BARRETO                ;AV              ;SETE DE JUNHO                 ;00051       ;9999CENTRO          ;        ;SE        ;                              ;                ;                              ;000000000000;                    ;        ;          ;LINHA INDIVID;                   ;0000001   ;000000031;23/10/2023  ;00033/ASS. USO NAO RESIDENCIAL       DE 01/09/23 A 30/09/23 3541-1390           ;      ;00000035411390;           ;               ;                ;              ;       ;+;0000000061,62;0000000000000;20231001;00000000031;02923                   ;00000                    ;01/12/2023;              ;              ;                    ;                ;          ;
CC417080;ESTADO DE SERGIPE - ADMINISTRACAO DIRETA          ;CUSTOMIZACAO DOS MEIOS DE ACESSO                  ;4504406 ;            ;1500025428467         ;00000281940B   ;079   ;35411390   ;TOBIAS BARRETO       3541-1390;0000000061,62;TOBIAS BARRETO                ;AV              ;SETE DE JUNHO                 ;00051       ;9999CENTRO          ;        ;SE        ;                              ;                ;                              ;000000000000;                    ;        ;          ;LINHA INDIVID;                   ;0000001   ;000000032;23/10/2023  ;05967/CONSUMO MINUTOS                                                           ;      ;              ;           ;               ;                ;              ;       ;+;0000000000000;0000000000000;20231001;00000000032;02923                   ;00000                    ;01/12/2023;              ;              ;                    ;                ;          ;
CC417080;ESTADO DE SERGIPE - ADMINISTRACAO DIRETA          ;CUSTOMIZACAO DOS MEIOS DE ACESSO                  ;4504406 ;            ;1500025428467         ;00000281940B   ;079   ;35411514   ;TOBIAS BARRETO       3541-1514;0000000061,62;TOBIAS BARRETO                ;RUA             ;ELIAS FELIPE                  ;00179       ;9999CENTRO          ;        ;SE        ;                              ;                ;                              ;000000000000;                    ;        ;          ;LINHA INDIVID;                   ;0000001   ;000000034;23/10/2023  ;05967/CONSUMO MINUTOS                                                           ;      ;              ;           ;               ;                ;              ;       ;+;0000000000000;0000000000000;20231001;00000000034;02923                   ;00000                    ;01/12/2023;              ;              ;                    ;                ;          ;
CC417080;ESTADO DE SERGIPE - ADMINISTRACAO DIRETA          ;CUSTOMIZACAO DOS MEIOS DE ACESSO                  ;4504406 ;            ;1500025428467         ;00000281940B   ;079   ;35411514   ;TOBIAS BARRETO       3541-1514;0000000061,62;TOBIAS BARRETO                ;RUA             ;ELIAS FELIPE                  ;00179       ;9999CENTRO          ;        ;SE        ;                              ;                ;                              ;000000000000;                    ;        ;          ;LINHA INDIVID;                   ;0000001   ;000000033;23/10/2023  ;00033/ASS. USO NAO RESIDENCIAL       DE 01/09/23 A 30/09/23 3541-1514           ;      ;00000035411514;           ;               ;                ;              ;       ;+;0000000061,62;0000000000000;20231001;00000000033;02923                   ;00000                    ;01/12/2023;              ;              ;                    ;                ;          ;
